page,url,template,kind,file,width,height,subject,prompt,alt,caption,placement,source
/pantry-organization/,/pantry-organization/,pillar,pin,pin.jpg,1000,1500,"organized pantry staples","Vertical editorial food photograph, organized pantry staples a bright modern kitchen pantry with organized airtight glass containers, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Organized pantry staples arranged in a bright, organized pantry","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/pantry-organization/pin.jpg
/pantry-organization/,/pantry-organization/,pillar,og,og.jpg,1200,630,"organized pantry staples","Wide horizontal editorial food photograph, organized pantry staples a bright modern kitchen pantry with organized airtight glass containers, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Organized pantry staples arranged in a bright, organized pantry","","Social share asset (1200×630) — not rendered on page",/images/source/pantry-organization/og.jpg
/shelf-life/dairy/how-long-does-butter-last/,/shelf-life/dairy/how-long-does-butter-last/,shelfLife,hero,hero.jpg,1600,900,"a block of butter wrapped in parchment paper","Featured hero image, a block of butter wrapped in parchment paper in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A block of butter wrapped in parchment paper stored in an airtight glass container on a pantry shelf","Airtight storage keeps a block of butter wrapped in parchment paper fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/dairy/how-long-does-butter-last/hero.jpg
/shelf-life/dairy/how-long-does-butter-last/,/shelf-life/dairy/how-long-does-butter-last/,shelfLife,support,support.jpg,1200,675,"a block of butter wrapped in parchment paper","Detail shot, a block of butter wrapped in parchment paper in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A block of butter wrapped in parchment paper stored in an airtight glass container on a pantry shelf — supporting storage...","Detail: a block of butter wrapped in parchment paper in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/dairy/how-long-does-butter-last/support.jpg
/shelf-life/dairy/how-long-does-butter-last/,/shelf-life/dairy/how-long-does-butter-last/,shelfLife,pin,pin.jpg,1000,1500,"a block of butter wrapped in parchment paper","Vertical editorial food photograph, a block of butter wrapped in parchment paper in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A block of butter wrapped in parchment paper stored in an airtight glass container on a pantry shelf","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-butter-last/pin.jpg
/shelf-life/dairy/how-long-does-butter-last/,/shelf-life/dairy/how-long-does-butter-last/,shelfLife,og,og.jpg,1200,630,"a block of butter wrapped in parchment paper","Wide horizontal editorial food photograph, a block of butter wrapped in parchment paper in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A block of butter wrapped in parchment paper stored in an airtight glass container on a pantry shelf","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-butter-last/og.jpg
/shelf-life/dairy/how-long-does-cheese-last/,/shelf-life/dairy/how-long-does-cheese-last/,shelfLife,hero,hero.jpg,1600,900,"a wedge of artisanal cheese","Featured hero image, a wedge of artisanal cheese in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A wedge of artisanal cheese stored in an airtight glass container on a pantry shelf","Airtight storage keeps a wedge of artisanal cheese fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/dairy/how-long-does-cheese-last/hero.jpg
/shelf-life/dairy/how-long-does-cheese-last/,/shelf-life/dairy/how-long-does-cheese-last/,shelfLife,support,support.jpg,1200,675,"a wedge of artisanal cheese","Detail shot, a wedge of artisanal cheese in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A wedge of artisanal cheese stored in an airtight glass container on a pantry shelf — supporting storage detail","Detail: a wedge of artisanal cheese in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/dairy/how-long-does-cheese-last/support.jpg
/shelf-life/dairy/how-long-does-cheese-last/,/shelf-life/dairy/how-long-does-cheese-last/,shelfLife,pin,pin.jpg,1000,1500,"a wedge of artisanal cheese","Vertical editorial food photograph, a wedge of artisanal cheese in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A wedge of artisanal cheese stored in an airtight glass container on a pantry shelf","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-cheese-last/pin.jpg
/shelf-life/dairy/how-long-does-cheese-last/,/shelf-life/dairy/how-long-does-cheese-last/,shelfLife,og,og.jpg,1200,630,"a wedge of artisanal cheese","Wide horizontal editorial food photograph, a wedge of artisanal cheese in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A wedge of artisanal cheese stored in an airtight glass container on a pantry shelf","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-cheese-last/og.jpg
/shelf-life/dairy/how-long-does-eggs-last/,/shelf-life/dairy/how-long-does-eggs-last/,shelfLife,hero,hero.jpg,1600,900,"fresh eggs in a clean egg tray","Featured hero image, fresh eggs in a clean egg tray in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh eggs in a clean egg tray stored in an airtight glass container on a pantry shelf","Airtight storage keeps fresh eggs in a clean egg tray fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/dairy/how-long-does-eggs-last/hero.jpg
/shelf-life/dairy/how-long-does-eggs-last/,/shelf-life/dairy/how-long-does-eggs-last/,shelfLife,support,support.jpg,1200,675,"fresh eggs in a clean egg tray","Detail shot, fresh eggs in a clean egg tray in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh eggs in a clean egg tray stored in an airtight glass container on a pantry shelf — supporting storage detail","Detail: fresh eggs in a clean egg tray in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/dairy/how-long-does-eggs-last/support.jpg
/shelf-life/dairy/how-long-does-eggs-last/,/shelf-life/dairy/how-long-does-eggs-last/,shelfLife,pin,pin.jpg,1000,1500,"fresh eggs in a clean egg tray","Vertical editorial food photograph, fresh eggs in a clean egg tray in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh eggs in a clean egg tray stored in an airtight glass container on a pantry shelf","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-eggs-last/pin.jpg
/shelf-life/dairy/how-long-does-eggs-last/,/shelf-life/dairy/how-long-does-eggs-last/,shelfLife,og,og.jpg,1200,630,"fresh eggs in a clean egg tray","Wide horizontal editorial food photograph, fresh eggs in a clean egg tray in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh eggs in a clean egg tray stored in an airtight glass container on a pantry shelf","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-eggs-last/og.jpg
/shelf-life/dairy/how-long-does-milk-last/,/shelf-life/dairy/how-long-does-milk-last/,shelfLife,hero,hero.jpg,1600,900,"fresh milk in a glass bottle","Featured hero image, fresh milk in a glass bottle in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh milk in a glass bottle stored in an airtight glass container on a pantry shelf","Airtight storage keeps fresh milk in a glass bottle fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/dairy/how-long-does-milk-last/hero.jpg
/shelf-life/dairy/how-long-does-milk-last/,/shelf-life/dairy/how-long-does-milk-last/,shelfLife,support,support.jpg,1200,675,"fresh milk in a glass bottle","Detail shot, fresh milk in a glass bottle in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh milk in a glass bottle stored in an airtight glass container on a pantry shelf — supporting storage detail","Detail: fresh milk in a glass bottle in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/dairy/how-long-does-milk-last/support.jpg
/shelf-life/dairy/how-long-does-milk-last/,/shelf-life/dairy/how-long-does-milk-last/,shelfLife,pin,pin.jpg,1000,1500,"fresh milk in a glass bottle","Vertical editorial food photograph, fresh milk in a glass bottle in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh milk in a glass bottle stored in an airtight glass container on a pantry shelf","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-milk-last/pin.jpg
/shelf-life/dairy/how-long-does-milk-last/,/shelf-life/dairy/how-long-does-milk-last/,shelfLife,og,og.jpg,1200,630,"fresh milk in a glass bottle","Wide horizontal editorial food photograph, fresh milk in a glass bottle in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh milk in a glass bottle stored in an airtight glass container on a pantry shelf","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-milk-last/og.jpg
/shelf-life/dairy/how-long-does-yogurt-last/,/shelf-life/dairy/how-long-does-yogurt-last/,shelfLife,hero,hero.jpg,1600,900,"thick yogurt in a glass jar","Featured hero image, thick yogurt in a glass jar in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Thick yogurt in a glass jar stored in an airtight glass container on a pantry shelf","Airtight storage keeps thick yogurt in a glass jar fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/dairy/how-long-does-yogurt-last/hero.jpg
/shelf-life/dairy/how-long-does-yogurt-last/,/shelf-life/dairy/how-long-does-yogurt-last/,shelfLife,support,support.jpg,1200,675,"thick yogurt in a glass jar","Detail shot, thick yogurt in a glass jar in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Thick yogurt in a glass jar stored in an airtight glass container on a pantry shelf — supporting storage detail","Detail: thick yogurt in a glass jar in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/dairy/how-long-does-yogurt-last/support.jpg
/shelf-life/dairy/how-long-does-yogurt-last/,/shelf-life/dairy/how-long-does-yogurt-last/,shelfLife,pin,pin.jpg,1000,1500,"thick yogurt in a glass jar","Vertical editorial food photograph, thick yogurt in a glass jar in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Thick yogurt in a glass jar stored in an airtight glass container on a pantry shelf","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-yogurt-last/pin.jpg
/shelf-life/dairy/how-long-does-yogurt-last/,/shelf-life/dairy/how-long-does-yogurt-last/,shelfLife,og,og.jpg,1200,630,"thick yogurt in a glass jar","Wide horizontal editorial food photograph, thick yogurt in a glass jar in a clear airtight glass container on a natural wood pantry shelf, surrounded by organized jars and canisters, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Thick yogurt in a glass jar stored in an airtight glass container on a pantry shelf","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/how-long-does-yogurt-last/og.jpg
/shelf-life/dairy/,/shelf-life/dairy/,category,hero,hero.jpg,1600,900,"dairy foods","Featured hero image, dairy foods a tidy arrangement of dairy foods in a clean modern refrigerator, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Dairy foods arranged in a bright, organized pantry","","Hero — immediately below the H1",/images/source/shelf-life/dairy/hero.jpg
/shelf-life/dairy/,/shelf-life/dairy/,category,pin,pin.jpg,1000,1500,"dairy foods","Vertical editorial food photograph, dairy foods a tidy arrangement of dairy foods in a clean modern refrigerator, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Dairy foods arranged in a bright, organized pantry","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/dairy/pin.jpg
/shelf-life/dairy/,/shelf-life/dairy/,category,og,og.jpg,1200,630,"dairy foods","Wide horizontal editorial food photograph, dairy foods a tidy arrangement of dairy foods in a clean modern refrigerator, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Dairy foods arranged in a bright, organized pantry","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/dairy/og.jpg
/shelf-life/freezer/,/shelf-life/freezer/,category,hero,hero.jpg,1600,900,"frozen food packages","Featured hero image, frozen food packages a tidy arrangement of frozen food packages in a bright modern kitchen pantry, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Frozen food packages arranged in a bright, organized pantry","","Hero — immediately below the H1",/images/source/shelf-life/freezer/hero.jpg
/shelf-life/freezer/,/shelf-life/freezer/,category,pin,pin.jpg,1000,1500,"frozen food packages","Vertical editorial food photograph, frozen food packages a tidy arrangement of frozen food packages in a bright modern kitchen pantry, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Frozen food packages arranged in a bright, organized pantry","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/freezer/pin.jpg
/shelf-life/freezer/,/shelf-life/freezer/,category,og,og.jpg,1200,630,"frozen food packages","Wide horizontal editorial food photograph, frozen food packages a tidy arrangement of frozen food packages in a bright modern kitchen pantry, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Frozen food packages arranged in a bright, organized pantry","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/freezer/og.jpg
/shelf-life/meat/how-long-does-chicken-last/,/shelf-life/meat/how-long-does-chicken-last/,shelfLife,hero,hero.jpg,1600,900,"raw chicken breast","Featured hero image, raw chicken breast portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Raw chicken breast wrapped airtight and ready for the freezer","Airtight storage keeps raw chicken breast fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/meat/how-long-does-chicken-last/hero.jpg
/shelf-life/meat/how-long-does-chicken-last/,/shelf-life/meat/how-long-does-chicken-last/,shelfLife,support,support.jpg,1200,675,"raw chicken breast","Detail shot, raw chicken breast portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Raw chicken breast wrapped airtight and ready for the freezer — supporting storage detail","Detail: raw chicken breast in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/meat/how-long-does-chicken-last/support.jpg
/shelf-life/meat/how-long-does-chicken-last/,/shelf-life/meat/how-long-does-chicken-last/,shelfLife,pin,pin.jpg,1000,1500,"raw chicken breast","Vertical editorial food photograph, raw chicken breast portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Raw chicken breast wrapped airtight and ready for the freezer","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/meat/how-long-does-chicken-last/pin.jpg
/shelf-life/meat/how-long-does-chicken-last/,/shelf-life/meat/how-long-does-chicken-last/,shelfLife,og,og.jpg,1200,630,"raw chicken breast","Wide horizontal editorial food photograph, raw chicken breast portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Raw chicken breast wrapped airtight and ready for the freezer","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/meat/how-long-does-chicken-last/og.jpg
/shelf-life/meat/how-long-does-ground-beef-last/,/shelf-life/meat/how-long-does-ground-beef-last/,shelfLife,hero,hero.jpg,1600,900,"fresh ground beef","Featured hero image, fresh ground beef portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh ground beef wrapped airtight and ready for the freezer","Airtight storage keeps fresh ground beef fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/meat/how-long-does-ground-beef-last/hero.jpg
/shelf-life/meat/how-long-does-ground-beef-last/,/shelf-life/meat/how-long-does-ground-beef-last/,shelfLife,support,support.jpg,1200,675,"fresh ground beef","Detail shot, fresh ground beef portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh ground beef wrapped airtight and ready for the freezer — supporting storage detail","Detail: fresh ground beef in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/meat/how-long-does-ground-beef-last/support.jpg
/shelf-life/meat/how-long-does-ground-beef-last/,/shelf-life/meat/how-long-does-ground-beef-last/,shelfLife,pin,pin.jpg,1000,1500,"fresh ground beef","Vertical editorial food photograph, fresh ground beef portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh ground beef wrapped airtight and ready for the freezer","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/meat/how-long-does-ground-beef-last/pin.jpg
/shelf-life/meat/how-long-does-ground-beef-last/,/shelf-life/meat/how-long-does-ground-beef-last/,shelfLife,og,og.jpg,1200,630,"fresh ground beef","Wide horizontal editorial food photograph, fresh ground beef portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh ground beef wrapped airtight and ready for the freezer","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/meat/how-long-does-ground-beef-last/og.jpg
/shelf-life/meat/how-long-does-salmon-last/,/shelf-life/meat/how-long-does-salmon-last/,shelfLife,hero,hero.jpg,1600,900,"fresh salmon fillets","Featured hero image, fresh salmon fillets portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh salmon fillets wrapped airtight and ready for the freezer","Airtight storage keeps fresh salmon fillets fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/meat/how-long-does-salmon-last/hero.jpg
/shelf-life/meat/how-long-does-salmon-last/,/shelf-life/meat/how-long-does-salmon-last/,shelfLife,support,support.jpg,1200,675,"fresh salmon fillets","Detail shot, fresh salmon fillets portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh salmon fillets wrapped airtight and ready for the freezer — supporting storage detail","Detail: fresh salmon fillets in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/meat/how-long-does-salmon-last/support.jpg
/shelf-life/meat/how-long-does-salmon-last/,/shelf-life/meat/how-long-does-salmon-last/,shelfLife,pin,pin.jpg,1000,1500,"fresh salmon fillets","Vertical editorial food photograph, fresh salmon fillets portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, minimalist composition with clean negative space in the upper third for a title overlay, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh salmon fillets wrapped airtight and ready for the freezer","","Dedicated Pinterest asset (1000×1500) — not rendered on page",/images/source/shelf-life/meat/how-long-does-salmon-last/pin.jpg
/shelf-life/meat/how-long-does-salmon-last/,/shelf-life/meat/how-long-does-salmon-last/,shelfLife,og,og.jpg,1200,630,"fresh salmon fillets","Wide horizontal editorial food photograph, fresh salmon fillets portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, balanced composition centered on the food, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","Fresh salmon fillets wrapped airtight and ready for the freezer","","Social share asset (1200×630) — not rendered on page",/images/source/shelf-life/meat/how-long-does-salmon-last/og.jpg
/shelf-life/meat/how-long-does-steak-last/,/shelf-life/meat/how-long-does-steak-last/,shelfLife,hero,hero.jpg,1600,900,"a raw marbled steak","Featured hero image, a raw marbled steak portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A raw marbled steak wrapped airtight and ready for the freezer","Airtight storage keeps a raw marbled steak fresh for its full shelf life.","Hero — immediately below the H1",/images/source/shelf-life/meat/how-long-does-steak-last/hero.jpg
/shelf-life/meat/how-long-does-steak-last/,/shelf-life/meat/how-long-does-steak-last/,shelfLife,support,support.jpg,1200,675,"a raw marbled steak","Detail shot, a raw marbled steak portioned and wrapped in airtight freezer packaging on a clean white kitchen counter, tight crop on the storage detail, ultra realistic editorial food photography, bright natural window light, white modern kitchen, premium magazine quality, 85mm lens, shallow depth of field, highly detailed texture, no people, no text, no logos, no watermarks, no AI artifacts, no cartoon, no illustration","A raw marbled steak wrapped airtight and ready for the freezer — supporting storage detail","Detail: a raw marbled steak in airtight storage.","Supporting — after the storage table (shelf-life) or how-to steps (guides)",/images/source/shelf-life/meat/how-long-does-steak-last/support.jpg
